"t","CPI_U_All_Items_Less_Food_Energy","Coincident_Index","Copper_ETF","SnP500_ETF","Spot_Oil_Price_West_Texas_Intermediate","US_Dollar_Index","Unemployment_Rate","X10_Year_Treasury_Note_Yield","X2_Year_Treasury_Note_Yield","High_Yield_Effective_Yield","Term","Risk.P","XLY","XLP","XLE","XLF","XLV","XLI","XLB","XLK","XLU"
2009-08-01,0.0142,-0.0754,-0.1999,-0.2287,-0.4953,0.0102,0.4535,-0.0803,-0.7704,-0.0035,0.6902,0.0768,0.0948,0.1344,-0.1306,-0.1178,0.119,-0.0847,-0.0331,0.121,0.0183
2009-09-01,0.0147,-0.0601,-0.0618,-0.0984,-0.4027,-0.0359,0.4741,-0.0819,-0.7732,-0.1259,0.6914,-0.0441,0.1033,0.0516,-0.0446,-0.1591,0.0697,-0.0267,0.0488,0.1636,0.0188
2009-10-01,0.017,-0.0612,0.469,0.0673,-0.0109,-0.1154,0.4308,-0.1168,-0.5275,-0.4889,0.4107,-0.3721,0.109,0.031,0.022,-0.1335,0.0097,-0.0271,0.0875,0.1687,-0.0431
2009-11-01,0.017,-0.05,0.6623,0.2009,0.307,-0.1445,0.3756,-0.0375,-0.4138,-0.6396,0.3762,-0.6021,0.1557,-0.0661,-0.0589,-0.0241,0.0283,0.0054,0.1636,0.1699,-0.1685
2009-12-01,0.0181,-0.0377,0.8693,0.2107,0.5941,-0.0434,0.3047,0.3944,0.0592,-0.8369,0.3352,-1.2313,0.1303,-0.0732,-0.0128,-0.0488,-0.032,-0.0106,0.1795,0.2053,-0.0986
2010-01-01,0.015,-0.0196,0.7423,0.2626,0.6281,-0.0791,0.2283,0.3921,0.1382,-0.7252,0.254,-1.1174,0.1601,-0.0657,-0.09,0.1872,-0.0645,0.0483,0.1153,0.1068,-0.1956
2010-02-01,0.0134,-0.0104,0.7617,0.4071,0.6686,-0.0909,0.1661,0.2513,-0.1306,-0.6729,0.3819,-0.9243,0.1659,-0.0936,-0.075,0.2636,-0.0702,0.1482,0.0973,0.0385,-0.2244
2010-03-01,0.0115,0.0046,0.6566,0.3823,0.5266,-0.0524,0.1292,0.2797,0.0317,-0.7801,0.2479,-1.0597,0.1477,-0.0786,-0.0616,0.238,-0.0811,0.1675,0.0541,0.0252,-0.1934
2010-04-01,0.0096,0.015,0.4859,0.3072,0.5287,-0.0329,0.0953,0.2731,0.1308,-0.8371,0.1422,-1.1101,0.1086,-0.0564,-0.0194,0.1133,-0.0436,0.1184,-0.0096,0.0126,-0.1001
2010-05-01,0.0094,0.0254,0.3431,0.17,0.2217,0.0738,0.0211,0.0388,-0.1138,-0.6066,0.1525,-0.6453,0.1823,-0.0123,-0.1268,0.0244,-0.043,0.1252,-0.029,0.0506,-0.0557
2010-06-01,0.0095,0.0323,0.2626,0.1144,0.0782,0.0709,-0.0106,-0.1506,-0.494,-0.3904,0.3434,-0.2399,0.1317,0.0121,-0.0624,0.0368,-0.0278,0.1272,0,0.0187,-0.0649
2010-07-01,0.0095,0.0323,0.2342,0.1094,0.1753,0.0399,-0.0106,-0.1678,-0.4978,-0.3405,0.33,-0.1726,0.121,0.0183,-0.0297,0.0244,-0.067,0.1502,0.0048,0.0062,-0.024
2010-08-01,0.0091,0.0334,0.1798,0.0277,0.0779,0.0624,-0.0105,-0.2849,-0.7673,-0.3048,0.4823,-0.0199,0.1294,0.0669,-0.01,-0.0953,-0.0236,0.1147,0.0284,0.0188,0.0645
2010-09-01,0.0081,0.0322,0.2948,0.0766,0.0809,0.0266,-0.0311,-0.2492,-0.6931,-0.2083,0.4439,0.0409,0.1312,0.037,-0.0164,-0.1092,0.0048,0.1172,0.0095,0.037,0.0366
2010-10-01,0.006,0.0344,0.236,0.1327,0.0771,0.0126,-0.0619,-0.2887,-0.9163,-0.3305,0.6276,-0.0418,0.1562,0.0061,-0.0446,-0.087,-0.0097,0.1239,0.0713,0.0485,0.0187
2010-11-01,0.0067,0.0321,0.1941,0.0747,0.0747,0.081,-0.0102,-0.2085,-0.5754,-0.2826,0.3668,-0.0741,0.1706,0.0062,0.0407,-0.076,-0.0673,0.116,0.0416,0.0368,0
2010-12-01,0.0066,0.0354,0.2883,0.1203,0.181,0.0149,-0.0625,-0.0873,-0.3388,-0.2322,0.2515,-0.1449,0.1233,0.0063,0.0776,-0.0126,-0.0874,0.1207,0.0681,-0.012,-0.0694
2011-01-01,0.0098,0.041,0.3599,0.1804,0.1338,-0.0219,-0.0741,-0.0956,-0.4217,-0.1998,0.3261,-0.1042,0.0859,-0.0572,0.1307,-0.0247,-0.1482,0.1184,0.0989,0.0494,-0.0703
2011-02-01,0.0112,0.0375,0.3148,0.1837,0.1589,-0.0441,-0.0852,-0.0303,-0.1105,-0.2492,0.0803,-0.2189,0.0837,-0.0633,0.1698,-0.0373,-0.1258,0.0832,0.0797,0.037,-0.0462
2011-03-01,0.012,0.0362,0.1928,0.1255,0.2367,-0.0664,-0.0953,-0.0897,-0.3159,-0.2254,0.2262,-0.1357,0.0624,-0.0255,0.2185,-0.0988,-0.0781,0.0812,0.0782,0.0062,-0.0067
2011-04-01,0.0131,0.0294,0.2216,0.139,0.2643,-0.1156,-0.0843,-0.1068,-0.373,-0.1367,0.2662,-0.0299,0.0284,0.0255,0.173,-0.1133,0.0099,0.052,0.0789,0.0124,-0.0066
2011-05-01,0.0144,0.0214,0.2983,0.2109,0.3165,-0.1485,-0.0645,-0.0759,-0.3935,-0.1696,0.3176,-0.0937,0.0281,0.0245,0.1818,-0.1148,0.0336,0.0479,0.08,0,-0.0064
2011-06-01,0.0157,0.0236,0.375,0.2479,0.2452,-0.1465,-0.0324,-0.0645,-0.5631,-0.2344,0.4986,-0.1699,0.0895,-0.0121,0.1823,-0.1284,0.0047,0.0766,0.1133,-0.0062,-0.031
2011-07-01,0.0173,0.0257,0.3022,0.1596,0.2411,-0.0984,-0.0435,-0.0033,-0.4136,-0.1588,0.4102,-0.1555,0.0888,0,0.2049,-0.1422,0.0388,-0.0048,0.0463,0.0183,-0.0245
2011-08-01,0.0195,0.0257,0.2197,0.1498,0.1167,-0.1154,-0.0541,-0.1603,-0.8157,0.0083,0.6554,0.1686,0.0842,0.029,0.1608,-0.1479,0.0422,0.0098,0.0185,0.0306,-0.0114
2011-09-01,0.0197,0.0246,-0.1478,-0.0086,0.1282,-0.0022,-0.0541,-0.2915,-0.8267,0.0437,0.5352,0.3351,0.0674,0.1035,0.0641,-0.1671,0.0693,-0.0392,-0.0785,0.0473,0.1184
2011-10-01,0.0209,0.0267,-0.028,0.0575,0.0536,-0.0143,-0.066,-0.1667,-0.3054,0.2717,0.1387,0.4384,0.0585,0.0473,0.1225,-0.1243,0.0381,0,-0.047,0.0234,0.0829
2011-11-01,0.0212,0.0256,-0.0704,0.0547,0.1444,-0.0352,-0.1306,-0.3171,-0.5878,0.1414,0.2707,0.4585,0.0309,0.0942,0.0824,-0.1563,0.0766,0,-0.0558,0.0297,0.1192
2011-12-01,0.0225,0.0266,-0.2575,0,0.1017,0.0143,-0.0899,-0.5078,-0.869,0.1428,0.3612,0.6505,0.0583,0.1351,0.0265,-0.1798,0.1195,-0.0095,-0.1161,0.024,0.179
2012-01-01,0.0225,0.0253,-0.142,0.0202,0.1142,0.0196,-0.092,-0.5428,-0.9328,0.1104,0.39,0.6532,0.0979,0.1171,-0.0407,-0.1625,0.1212,0,-0.0319,0.0355,0.1126
2012-02-01,0.0214,0.0308,-0.1458,0.0286,0.1323,0.0236,-0.081,-0.5973,-1.0116,0.0055,0.4143,0.6028,0.081,0.1112,-0.0622,-0.1353,0.0934,-0.0047,-0.0748,0.0702,0.0965
2012-03-01,0.0222,0.0285,-0.1173,0.0605,0.0311,0.0397,-0.0931,-0.452,-0.7221,-0.0042,0.2702,0.4478,0.0997,0.0982,-0.1506,-0.0811,0.0921,-0.047,-0.1172,0.0998,0.0712
2012-04-01,0.0229,0.0329,-0.0831,0.0248,-0.0629,0.0773,-0.1041,-0.5234,-0.9232,0.0454,0.3997,0.5689,0.1098,0.0844,-0.1316,-0.069,0.0618,-0.0472,-0.1083,0.0998,0.0826
2012-05-01,0.0223,0.0351,-0.2161,-0.0263,-0.0677,0.1066,-0.0931,-0.5659,-0.6581,0.073,0.0921,0.6389,0.105,0.0981,-0.1518,-0.0846,0.0506,-0.0333,-0.115,0.0998,0.1206
2012-06-01,0.0217,0.0306,-0.2022,0.031,-0.1557,0.0943,-0.1041,-0.6162,-0.3463,-0.0027,-0.2699,0.6135,0.0713,0.1041,-0.1392,-0.0564,0.0546,-0.052,-0.1183,0.0947,0.1072
2012-07-01,0.0209,0.0251,-0.2701,0.0652,-0.1001,0.1118,-0.0931,-0.6733,-0.4947,-0.0014,-0.1787,0.672,0.0453,0.109,-0.1402,-0.0572,0.0734,-0.0146,-0.1303,0.0758,0.106
2012-08-01,0.0192,0.0218,-0.1925,0.1432,0.0868,0.0917,-0.1054,-0.3141,0.1603,-0.2059,-0.4745,0.1082,0.0669,0.0226,-0.0865,0,0.0272,-0.0098,-0.1115,0.092,-0.0351
2012-09-01,0.0199,0.0261,0.1754,0.2416,0.1011,0.0175,-0.1431,-0.1408,0.2136,-0.2389,-0.3543,-0.0981,0.0703,-0.0277,0.0031,0.0588,0.0133,0.005,0.0051,0.0452,-0.1245
2012-10-01,0.0198,0.025,-0.0285,0.1193,0.0359,0.0481,-0.1206,-0.2059,0,-0.407,-0.2059,-0.2011,0.0624,0.0397,-0.0717,0.0572,0.0764,-0.0049,-0.0543,0,-0.023
2012-11-01,0.0193,0.0335,0.0071,0.1273,-0.1149,0.0222,-0.1105,-0.1974,0.077,-0.2567,-0.2743,-0.0593,0.0943,0.0222,-0.1072,0.1023,0.0668,-0.0096,-0.044,0.0174,-0.0819
2012-12-01,0.0188,0.0386,0.0417,0.1258,-0.1106,-0.005,-0.0732,-0.1408,0,-0.3311,-0.1408,-0.1903,0.0832,-0.0279,-0.0755,0.1144,0.031,0.0143,0.0098,0.0176,-0.1157
2013-01-01,0.0189,0.0151,-0.017,0.1323,-0.057,-9e-04,-0.0368,-0.0309,0.1178,-0.3206,-0.1487,-0.2897,0.0789,0.0343,-0.024,0.098,0.0705,-0.0093,-0.0621,-0.0295,-0.0423
2013-02-01,0.0197,0.0129,-0.0928,0.1036,-0.0702,0.0405,-0.075,0.0051,-0.0364,-0.176,0.0414,-0.1811,0.0749,0.0623,-0.0478,0.0834,0.0983,0.0187,-0.0396,-0.0642,0.0061
2013-03-01,0.0187,0.0129,-0.1169,0.1081,-0.1321,0.0502,-0.0892,-0.1018,-0.2683,-0.1905,0.1665,-0.0888,0.0705,0.0787,0.0124,0.0548,0.1095,0.0238,-0.0303,-0.0875,0.0428
2013-04-01,0.017,0.0107,-0.1845,0.1335,-0.1154,0.0366,-0.076,-0.1525,-0.2318,-0.2306,0.0793,-0.078,0.0625,0.0778,-0.0189,0.0822,0.1173,0.0048,-0.0354,-0.0875,0.0592
2013-05-01,0.0163,0.0139,-0.0221,0.2188,0.0011,0.0041,-0.0892,0.0697,-0.1484,-0.244,0.2182,-0.3137,0.0621,-0.0166,0.0354,0.1499,0.0859,0.0333,-0.0205,-0.0754,-0.1271
2013-06-01,0.0161,0.0139,-0.1346,0.1648,0.1506,0.0184,-0.0892,0.3505,0.1292,-0.1436,0.2213,-0.4941,0.1032,-0.0055,0.0193,0.1353,0.0807,0.0381,-0.0569,-0.0824,-0.1072
2013-07-01,0.0169,0.0139,-0.0908,0.2006,0.1737,-0.0145,-0.1163,0.5225,0.3075,-0.1503,0.215,-0.6728,0.1247,-0.022,-0.0126,0.1499,0.1009,0.0572,-0.0261,-0.1004,-0.1248
2013-08-01,0.0177,0.0182,-0.0686,0.1492,0.1238,0.0103,-0.1178,0.4892,0.2877,-0.0798,0.2015,-0.569,0.1025,-0.0112,0,0.1226,0.1058,0.0667,0,-0.0981,-0.0805
2013-09-01,0.0174,0.0181,-0.121,0.1546,0.1152,0.0035,-0.08,0.4909,0.4308,-0.045,0.0601,-0.5358,0.1178,-0.017,-0.0125,0.0953,0.0965,0.1039,0.0051,-0.0986,-0.0881
2013-10-01,0.0167,0.0159,-0.0682,0.2182,0.1155,0.0035,-0.08,0.4036,0.1942,-0.0077,0.2094,-0.4113,0.1174,-0.0112,-0.0156,0.0671,0.079,0.0886,0.0051,-0.0473,-0.1302
2013-11-01,0.0173,0.0116,-0.1051,0.243,0.0798,0.0066,-0.1097,0.4999,0.1054,-0.1116,0.3945,-0.6115,0.0956,-0.0335,-0.0287,0.08,0.0906,0.083,-0.0253,-0.0531,-0.1301
2013-12-01,0.0173,0.0021,-0.0449,0.2593,0.101,0.0034,-0.1648,0.5224,0.2683,-0.0834,0.2541,-0.6058,0.0959,-0.0229,-0.0254,0.0526,0.0877,0.0815,-0.0297,-0.0295,-0.1379
2014-01-01,0.0159,0.0201,-0.1451,0.1739,-7e-04,0.0257,-0.1924,0.4037,0.3677,-0.0362,0.036,-0.44,0.0635,-0.046,-0.079,0.0392,0.1088,0.0681,-0.03,0.0119,-0.0637
2014-02-01,0.0154,0.0232,-0.0855,0.2051,0.0561,-0.0272,-0.1391,0.3139,0.2007,-0.0663,0.1132,-0.3802,0.0824,-0.0741,-0.0664,0.0263,0.1277,0.0541,0.02,0.0179,-0.0892
2014-03-01,0.0163,0.0274,-0.1104,0.1766,0.08,-0.0354,-0.1128,0.3277,0.4308,-0.058,-0.1031,-0.3856,0.0334,-0.0729,-0.0442,0.052,0.0797,0.0681,0.0353,0.03,-0.081
2014-04-01,0.018,0.0284,-0.0508,0.1649,0.1031,-0.0278,-0.2036,0.4316,0.6022,-0.0612,-0.1705,-0.4928,0.0034,-0.0663,0.0344,0.0131,0.0558,0.1005,0.0453,0.0241,-0.0839
2014-05-01,0.0193,0.0262,-0.0476,0.1651,0.075,-0.0368,-0.1744,0.2825,0.4447,-0.0459,-0.1622,-0.3284,0.0067,-0.0226,0.0219,-0.0387,0.0676,0.0677,0.0554,0.0297,0
2014-06-01,0.019,0.0293,0.0441,0.1991,0.0992,-0.0416,-0.2066,0.1226,0.3102,-0.1939,-0.1875,-0.3165,-0.0165,-0.0568,0.0647,-0.0256,0.0633,0.0546,0.0817,0.0479,0
2014-07-01,0.0183,0.0334,0.033,0.1357,-0.0098,1e-04,-0.1633,-0.0156,0.4055,-0.1544,-0.4211,-0.1388,-0.0164,-0.069,0.0404,-0.0256,0.0583,0.0183,0.0715,0.0891,-0.052
2014-08-01,0.0172,0.0323,-0.0283,0.2044,-0.0988,0.008,-0.1658,-0.1242,0.2666,-0.1394,-0.3908,-0.0152,-0.0131,-0.0463,0.0062,-0.0129,0.0735,0.0183,0.0402,0.0645,-0.0195
2014-09-01,0.0173,0.0312,-0.0998,0.1595,-0.1313,0.0689,-0.1991,-0.105,0.3542,-0.1629,-0.4591,-0.0579,-0.0488,-0.0115,-0.0515,0.0129,0.088,-0.0045,0.0249,0.0763,-0.0066
2014-10-01,0.018,0.0332,-0.0735,0.1388,-0.175,0.08,-0.2336,-0.1303,0.2803,-0.0559,-0.4106,0.0744,-0.0553,-0.017,-0.1096,0.0256,0.1169,0.0045,-0.0204,0.0645,0.0579
2014-11-01,0.0173,0.0331,-0.1218,0.1354,-0.2138,0.0909,-0.1737,-0.1548,0.5691,0.0134,-0.7239,0.1682,-0.032,0.0225,-0.196,0,0.1116,0.0044,-0.0155,0.087,0.0928
2014-12-01,0.0161,0.0351,-0.1865,0.1079,-0.4987,0.1203,-0.1793,-0.2717,0.6325,0.1006,-0.9042,0.3723,-0.0159,0.0397,-0.1985,0.0253,0.1169,-0.0087,-0.0358,0.0582,0.144
2015-01-01,0.0162,0.0371,-0.2421,0.1126,-0.6951,0.154,-0.1466,-0.4195,0.3438,0.0891,-0.7633,0.5086,0.0097,0.0737,-0.1916,-0.0129,0.1152,-0.0044,-0.0153,0.0406,0.1294
2015-02-01,0.0167,0.0318,-0.176,0.1238,-0.6898,0.1772,-0.1974,-0.3139,0.6306,0.1346,-0.9445,0.4485,0.0157,0.0686,-0.2061,0,0.0826,-0.0088,-0.015,0.0631,0.0263
2015-03-01,0.0173,0.0256,-0.1035,0.0993,-0.7457,0.2054,-0.2157,-0.2877,0.47,0.1272,-0.7577,0.4148,0.0699,0.051,-0.2151,-0.0127,0.1326,-0.0132,-0.0456,0.0463,0.0065
2015-04-01,0.0179,0.0256,-0.0484,0.1016,-0.6284,0.174,-0.1382,-0.3343,0.2513,0.0763,-0.5856,0.4105,0.0806,0.017,-0.2041,0.0129,0.1238,-0.0354,-0.03,0.0745,-0.0447
2015-05-01,0.0174,0.0225,-0.1279,0.0913,-0.5446,0.1871,-0.1178,-0.1515,0.4473,0.0915,-0.5988,0.243,0.0705,0.017,-0.2642,0.026,0.1497,-0.0401,-0.04,0.0623,-0.0195
2015-06-01,0.0176,0.0194,-0.1949,0.0512,-0.5701,0.1797,-0.1406,-0.0968,0.4274,0.1671,-0.5243,0.2639,0.098,0.0401,-0.3129,0.0382,0.1623,-0.0315,-0.0606,0.0401,-0.0853
2015-07-01,0.0182,0.0193,-0.3085,0.0859,-0.7106,0.1784,-0.1759,-0.0906,0.2729,0.222,-0.3635,0.3127,0.1244,0.0964,-0.3903,0.0506,0.1568,-0.0183,-0.1258,0.0225,0.0132
2015-08-01,0.0183,0.0183,-0.2933,-0.0157,-0.8118,0.148,-0.179,-0.109,0.3983,0.2321,-0.5074,0.3411,0.1149,0.0905,-0.3571,0.0382,0.126,-0.0137,-0.1202,0.028,0.0324
2015-09-01,0.0188,0.0183,-0.2479,-0.0269,-0.7176,0.1143,-0.1655,-0.1535,0.2196,0.2786,-0.3731,0.4321,0.1484,0.099,-0.3385,0.0253,0.0775,-0.0136,-0.1657,0.0388,0.0947
2015-10-01,0.019,0.0152,-0.28,0.0299,-0.6022,0.1097,-0.131,-0.1054,0.3522,0.2901,-0.4576,0.3955,0.1575,0.061,-0.2543,-0.0127,0.0418,-0.0225,-0.0749,0.0606,-0.0317
2015-11-01,0.0198,0.0101,-0.3357,0.0062,-0.5799,0.1254,-0.1286,-0.0305,0.507,0.2175,-0.5375,0.248,0.125,0.0274,-0.1392,0.0253,0.0278,-0.0268,-0.059,0.0488,-0.0453
2015-12-01,0.0205,0.0071,-0.2893,-0.0073,-0.4664,0.0886,-0.1133,0.0135,0.4261,0.3049,-0.4126,0.2914,0.1005,0.0697,-0.233,-0.0126,0.0721,-0.0357,-0.0813,0.0603,-0.0436
2016-01-01,0.0212,0.0071,-0.2101,-0.0278,-0.3991,0.0495,-0.1719,0.1059,0.4925,0.4161,-0.3866,0.3102,0.1005,0.1135,-0.2024,-0.0131,0,-0.0405,-0.1559,0.0818,0.0058
2016-02-01,0.022,0.0081,-0.2487,-0.0854,-0.5117,0.0306,-0.1155,-0.1065,0.1633,0.4172,-0.2698,0.5237,0.0808,0.1294,-0.2191,-0.0397,0.0137,0.0088,-0.1003,0.0541,0.1448
2016-03-01,0.0212,0.0081,-0.2305,-0.0039,-0.2418,-0.0391,-0.077,-0.0764,0.3185,0.2777,-0.3948,0.3541,0.0653,0.1147,-0.1887,-0.0392,-0.0516,0.0176,-0.0642,0.0917,0.1495
2016-04-01,0.0213,0.006,-0.2363,-0.0097,-0.2898,-0.0162,-0.0572,-0.0694,0.3548,0.2367,-0.4242,0.3061,0.0746,0.1115,-0.1636,-0.0129,-0.0034,0.0397,-0.0362,0.0164,0.1343
2016-05-01,0.0223,0.006,-0.2743,-0.005,-0.2381,-0.0106,-0.1542,-0.1951,0.2958,0.2421,-0.491,0.4373,0.0601,0.1014,-0.1244,-0.0129,-0.0303,0.0313,-0.047,0.043,0.1409
2016-06-01,0.0224,0.0091,-0.1786,0.0172,-0.2044,0.0068,-0.0785,-0.364,0.0564,0.1732,-0.4203,0.5372,0.0209,0.1558,-0.0852,-0.0645,-0.0399,0.0403,-0.0371,0.0493,0.2581
2016-07-01,0.0215,0.008,-0.0641,0.0326,-0.131,-0.0191,-0.08,-0.4361,0,0.0703,-0.4361,0.5064,0,0.0729,-0.032,-0.077,-0.0361,0.0541,0.0491,0.0749,0.1746
2016-08-01,0.0228,0.009,-0.122,0.096,0.0422,7e-04,-0.04,-0.33,0.0556,-0.0453,-0.3856,0.2848,-0.0088,0.0679,-0.0315,-0.0253,-0.0471,0.0579,0.0382,0.0796,0.0854
2016-09-01,0.0225,0.008,-0.0631,0.1216,-0.0066,-0.0093,0,-0.2861,0.0811,-0.139,-0.3673,0.1471,-0.0321,0.0207,0.0497,-0.0513,-0.0205,0.0577,0.0783,0.0884,0.0355
2016-10-01,0.0218,0.009,-0.0501,0.0223,0.0742,0.0154,-0.0202,-0.1622,0.2719,-0.2674,-0.4342,-0.1052,-0.0408,0.0625,0.0179,0.0127,-0.0634,0.0488,0.0274,0.0821,0.1327
2016-11-01,0.0212,0.011,0.2486,0.0554,0.0731,0.0132,-0.0817,-0.0546,0.1076,-0.1073,-0.1622,-0.0527,-0.0261,-0.0109,0.0657,0.0839,-0.0746,0.099,0.0538,0.0415,0.0703
2016-12-01,0.0217,0.015,0.1613,0.0911,0.3346,0.0374,-0.0619,0.1058,0.2025,-0.2881,-0.0967,-0.3939,-0.0324,-0.0423,0.1556,0.1192,-0.1194,0.087,0.0603,0.0468,0.0617
2017-01-01,0.0223,0.0149,0.2563,0.1609,0.5051,-0.001,-0.0211,0.1507,0.296,-0.4639,-0.1452,-0.6146,-0.0087,-0.1027,0.0886,0.1352,-0.0852,0.1003,0.1507,0.051,-0.0471
2017-02-01,0.0221,0.0139,0.2443,0.2015,0.5673,0.0292,-0.0632,0.3072,0.497,-0.5327,-0.1899,-0.8398,-0.0351,-0.0968,0.0583,0.1846,-0.0596,0.0555,0.0382,0.0612,-0.0578
2017-03-01,0.0203,0.0179,0.1932,0.1372,0.2729,0.0591,-0.1278,0.2717,0.3979,-0.3401,-0.1262,-0.6118,-0.0145,-0.0875,0.0048,0.1369,-0.0287,0.0427,0.0432,0.0649,-0.069
2017-04-01,0.0188,0.0199,0.1304,0.1436,0.2255,0.0622,-0.1476,0.2396,0.4765,-0.2604,-0.2369,-0.5,0,-0.0622,-0.1178,0.0988,-0.0493,0.0465,-0.0053,0.1274,-0.0408
2017-05-01,0.0172,0.0248,0.2059,0.1399,0.0372,0.0107,-0.087,0.2396,0.4608,-0.3354,-0.2212,-0.575,0.0145,-0.0415,-0.1368,0.075,-0.0598,0.0681,0,0.1236,-0.0115
2017-06-01,0.0168,0.0228,0.2069,0.1438,-0.0763,-0.005,-0.1306,0.2892,0.6074,-0.294,-0.3182,-0.5832,0.0088,-0.1226,-0.1691,0.1598,-0.0275,0.0719,0.0267,0.1064,-0.1238
2017-07-01,0.0166,0.0227,0.2628,0.128,0.0434,-0.0283,-0.11,0.4361,0.7153,-0.2156,-0.2792,-0.6517,0,-0.0893,-0.1184,0.1484,-0.0515,0.0596,0.0053,0.0934,-0.0745
2017-08-01,0.0164,0.0217,0.3973,0.1297,0.0716,-0.0355,-0.1076,0.3483,0.5938,-0.2013,-0.2454,-0.5497,-0.0089,-0.0953,-0.1906,0.0976,-0.0035,0.0465,0.0159,0.111,0.0174
2017-09-01,0.0158,0.0227,0.2882,0.1501,0.0978,-0.0252,-0.1508,0.2999,0.5834,-0.1217,-0.2836,-0.4216,-0.0149,-0.1082,-0.152,0.1579,-0.0104,0.0627,0.0421,0.0766,-0.0355
2017-10-01,0.0174,0.0265,0.3401,0.1916,0.0355,-0.0404,-0.1542,0.2933,0.6126,-0.1374,-0.3192,-0.4308,-0.015,-0.1584,-0.1691,0.1192,0.0109,0.0548,0.0628,0.1073,-0.0522
2017-11-01,0.0172,0.0284,0.1471,0.1857,0.2155,-0.0874,-0.1125,0.0936,0.5508,-0.1916,-0.4572,-0.2852,-0.0029,-0.0562,-0.2274,0.0339,0.0255,0.0122,0.0104,0.124,0.0364
2017-12-01,0.0175,0.0274,0.2721,0.1775,0.1077,-0.1057,-0.1366,-0.0368,0.4274,-0.1311,-0.4643,-0.0944,0.0295,-0.0556,-0.1857,0.0222,0.0221,0.0408,0.0366,0.1195,-0.0681
2018-01-01,0.0187,0.0225,0.1845,0.2144,0.1934,-0.1102,-0.1613,0.0599,0.5174,-0.0413,-0.4576,-0.1012,0.0373,-0.0905,-0.1542,0.045,0.022,0.0327,-0.0052,0.1128,-0.1491
2018-02-01,0.0186,0.0254,0.1391,0.1382,0.1517,-0.1097,-0.1151,0.1671,0.597,0.0811,-0.43,-0.086,0.0606,-0.1435,-0.1748,0.0332,-0.0109,0.0327,0.0159,0.1428,-0.1611
2018-03-01,0.021,0.0244,0.1317,0.1113,0.2403,-0.1092,-0.0953,0.1355,0.5541,0.0496,-0.4186,-0.0859,0.0428,-0.1198,-0.1118,0.0565,-0.0036,0.041,-0.0106,0.1097,-0.0935
2018-04-01,0.0213,0.0253,0.1618,0.105,0.2604,-0.0756,-0.0953,0.2214,0.652,0.0661,-0.4306,-0.1553,0.0504,-0.1685,0.0149,0.0572,-0.0036,0,-0.0106,0.0957,-0.0741
2018-05-01,0.0225,0.0223,0.1711,0.1148,0.3671,-0.0307,-0.1466,0.259,0.6579,0.1306,-0.3988,-0.1284,0.0477,-0.2179,0.0707,0.0585,-0.0183,0.0041,-0.0054,0.1142,-0.136
2018-06-01,0.0222,0.0242,0.0893,0.1149,0.4069,-0.0108,-0.0723,0.2843,0.6355,0.1144,-0.3513,-0.1699,0.0948,-0.1523,0.076,-0.023,-0.0464,-0.0459,-0.0213,0.1389,-0.081
2018-07-01,0.0224,0.0251,-0.0242,0.1311,0.4202,0.0174,-0.1236,0.2197,0.6445,0.1166,-0.4248,-0.103,0.0787,-0.1351,0.051,0,-0.0071,0.0041,-0.0214,0.0983,-0.1067
2018-08-01,0.021,0.0279,-0.1519,0.1603,0.3484,0.0263,-0.1466,0.2683,0.6781,0.1253,-0.4099,-0.143,0.1181,-0.1495,0.0379,-0.0117,-0.0139,-0.0251,-0.0652,0.104,-0.1551
2018-09-01,0.0217,0.026,-0.0526,0.1455,0.3434,0.0224,-0.1503,0.3102,0.6968,0.1011,-0.3866,-0.209,0.1298,-0.1149,-0.0155,-0.0698,0.0208,-0.0287,-0.1088,0.109,-0.1216
2018-10-01,0.021,0.0211,-0.1492,0.0516,0.316,0.0269,-0.1001,0.2887,0.6126,0.1294,-0.3238,-0.1593,0.0978,0.0118,-0.0375,-0.046,0.0526,-0.0591,-0.1474,0.0601,-0.0426
2018-11-01,0.0219,0.0201,-0.0893,0.0416,0.0056,0.0448,-0.1001,0.2834,0.5202,0.202,-0.2368,-0.0814,0.0794,-0.0116,-0.0603,-0.0455,0.1122,-0.0498,-0.1094,0.0352,-0.0241
2018-12-01,0.0222,0.021,-0.2212,-0.0644,-0.156,0.043,-0.05,0.1648,0.3761,0.2029,-0.2112,0.0381,0.0783,-0.0173,-0.1365,-0.08,0.1234,-0.079,-0.0968,0.0484,0.1034
2019-01-01,0.0216,0.0239,-0.1325,-0.0433,-0.2149,0.0699,0,0.0492,0.2241,0.2043,-0.175,0.1552,0.0654,-0.0119,-0.087,-0.0682,0.09,-0.041,-0.0984,0.0263,0.1491
2019-02-01,0.0212,0.0219,-0.052,0.0257,-0.1244,0.0594,-0.076,-0.065,0.137,0.0646,-0.202,0.1296,0.0438,0.0244,-0.017,-0.091,0.0772,-0.0121,-0.088,0.0296,0.1611
2019-03-01,0.0205,0.021,-0.0279,0.0707,-0.0758,0.0781,-0.0513,-0.0999,0.0555,0.0144,-0.1553,0.1143,0.0596,0.024,-0.061,-0.1164,0.0636,-0.041,-0.0778,0.067,0.1054
